entrez_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome
246213,A_23_P159076,89723,SLC17A8,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8",246213.0,12
246243,CUST_7971_PI416261804,89745,RNASEH1,ribonuclease H1,246243.0,2
246269,A_32_P37360,89770,LACE1,lactation elevated 1,246269.0,6
246329,A_23_P10947,89827,STAC3,SH3 and cysteine rich domain 3,246329.0,12
246330,A_23_P104692,89828,PELI3,pellino E3 ubiquitin protein ligase family member 3,246330.0,11
246704,A_24_P100190,89876,LINC00315,long intergenic non-protein coding RNA 315,246704.0,21
246705,A_23_P352990,89877,LINC00314,long intergenic non-protein coding RNA 314,246705.0,21
246721,A_23_P215669,89889,POLR2J2,polymerase (RNA) II (DNA directed) polypeptide J2,246721.0,7
246734,A_23_P259362,89900,NPCDR1,"nasopharyngeal carcinoma, down-regulated 1",246734.0,3
246744,CUST_14322_PI416261804,89910,STH,saitohin,246744.0,17
246777,A_23_P129085,89940,SPESP1,sperm equatorial segment protein 1,246777.0,15
246778,A_23_P315320,89941,IL27,interleukin 27,246778.0,16
252839,A_23_P114952,89964,TMEM9,transmembrane protein 9,252839.0,1
252884,A_24_P393565,90000,ZNF396,zinc finger protein 396,252884.0,18
252946,A_24_P298716,90052,FAM197Y2P,"family with sequence similarity 197, Y-linked, member 2, pseudogene",252946.0,Y
252951,CUST_7074_PI416261804,90057,TTTY20,"testis-specific transcript, Y-linked 20 (non-protein coding)",252951.0,Y
252953,A_24_P186114,90059,TTTY21,"testis-specific transcript, Y-linked 21 (non-protein coding)",252953.0,Y
252954,A_24_P331693,90060,TTTY22,"testis-specific transcript, Y-linked 22 (non-protein coding)",252954.0,Y
252955,CUST_7059_PI416261804,90061,TTTY23,"testis-specific transcript, Y-linked 23 (non-protein coding)",252955.0,Y
252969,A_32_P126846,90074,NEIL2,nei endonuclease VIII-like 2 (E. coli),252969.0,8
252983,A_23_P375566,90080,STXBP4,syntaxin binding protein 4,252983.0,17
252995,A_23_P420326,90081,FNDC5,fibronectin type III domain containing 5,252995.0,1
253012,CUST_6115_PI416261804,90082,HEPACAM2,HEPACAM family member 2,253012.0,7
253017,A_23_P251815,90084,TECRL,"trans-2,3-enoyl-CoA reductase-like",253017.0,4
253018,A_32_P21246,90085,HCG27,HLA complex group 27 (non-protein coding),253018.0,6
253039,A_24_P649582,90086,RP11-27I1.2,uncharacterized LOC253039,253039.0,9
253128,CUST_3711_PI416261804,90088,C12orf33,long intergenic non-protein coding RNA 612,253128.0,12
253143,CUST_8209_PI416261804,90089,C22orf30,proline rich 14-like,253143.0,22
253152,A_23_P43898,90091,EPHX4,epoxide hydrolase 4,253152.0,1
253190,A_24_P242036,90093,SERHL2,serine hydrolase-like 2,253190.0,22
253260,A_32_P193322,90098,RICTOR,"RPTOR independent companion of MTOR, complex 2",253260.0,5
253264,A_24_P589001,90100,ZNF503-AS1,ZNF503 antisense RNA 1 (non-protein coding),253264.0,10
253314,CUST_671_PI416379584,90105,EIF4E1B,eukaryotic translation initiation factor 4E family member 1B,253314.0,5
253430,CUST_8169_PI416261804,90107,IPMK,inositol polyphosphate multikinase,253430.0,10
253461,A_23_P212025,90109,ZBTB38,zinc finger and BTB domain containing 38,253461.0,3
253512,A_23_P159284,90112,SLC25A30,"solute carrier family 25, member 30",253512.0,13
253558,A_32_P92505,90114,LCLAT1,lysocardiolipin acyltransferase 1,253558.0,2
253559,A_32_P129200,90115,CADM2,cell adhesion molecule 2,253559.0,3
253582,CUST_320_PI416573500,90117,C6orf191,transmembrane protein 244,253582.0,6
253635,A_23_P339633,90119,CCDC75,coiled-coil domain containing 75,253635.0,2
253639,CUST_6679_PI416261804,90121,ZNF620,zinc finger protein 620,253639.0,3
253650,A_32_P101490,90122,ANKRD18A,ankyrin repeat domain 18A,253650.0,9
253714,A_32_P95914,90126,C6orf167,"MMS22-like, DNA repair protein",253714.0,6
253725,CUST_3533_PI416261804,90128,FAM21C,"family with sequence similarity 21, member C",253725.0,10
253738,A_23_P391396,90129,EBF3,early B-cell factor 3,253738.0,10
253769,A_32_P415151,90131,WDR27,WD repeat domain 27,253769.0,6
253782,A_32_P5480,90133,LASS6,ceramide synthase 6,253782.0,2
253827,A_24_P273726,90137,MSRB3,methionine sulfoxide reductase B3,253827.0,12
253832,A_23_P99397,90138,ZDHHC20,"zinc finger, DHHC-type containing 20",253832.0,13
253842,A_24_P860842,90139,LOC253842,uncharacterized LOC253842,253842.0,9
253868,A_23_P432506,90141,C20orf200,C20orf166 antisense RNA 1 (non-protein coding),253868.0,20
253935,CUST_5588_PI416261804,90145,ANGPTL5,angiopoietin-like 5,253935.0,11
253943,A_23_P398040,90146,YTHDF3,"YTH domain family, member 3",253943.0,8
253959,A_23_P151565,90147,GARNL1,"Ral GTPase activating protein, alpha subunit 1 (catalytic)",253959.0,14
253970,A_24_P693461,90149,SFTA3,surfactant associated 3,253970.0,14
253980,CUST_1477_PI416261804,90150,KCTD13,potassium channel tetramerisation domain containing 13,253980.0,16
253982,A_23_P170667,90152,ASPHD1,aspartate beta-hydroxylase domain containing 1,253982.0,16
254013,CUST_8207_PI416261804,90154,C12orf72,methyltransferase like 20,254013.0,12
254028,CUST_3367_PI416261804,90157,LOC254028,uncharacterized LOC254028,254028.0,14
254042,A_23_P90790,90158,METAP1D,methionyl aminopeptidase type 1D (mitochondrial),254042.0,2
254048,A_23_P93994,90159,UBN2,ubinuclein 2,254048.0,7
254050,CUST_1382_PI416261804,90160,LRRC43,leucine rich repeat containing 43,254050.0,12
254065,A_23_P379159,90163,BRWD3,bromodomain and WD repeat domain containing 3,254065.0,X
254102,A_23_P148121,90168,EHBP1L1,EH domain binding protein 1-like 1,254102.0,11
254122,CUST_488_PI416379584,90172,SNX32,sorting nexin 32,254122.0,11
254158,CUST_120_PI416261804,90174,CXorf58,chromosome X open reading frame 58,254158.0,X
254170,A_32_P87769,90175,FBXO33,F-box protein 33,254170.0,14
254173,CUST_6722_PI416261804,90176,TTLL10,"tubulin tyrosine ligase-like family, member 10",254173.0,1
254187,CUST_5819_PI416261804,90178,TSGA10IP,"testis specific, 10 interacting protein",254187.0,11
254228,A_23_P425917,90180,FAM26E,"family with sequence similarity 26, member E",254228.0,6
254240,CUST_15419_PI416261804,90181,BPIL2,BPI fold containing family C,254240.0,22
254263,CUST_856_PI416261804,90183,CNIH2,cornichon homolog 2 (Drosophila),254263.0,11
254268,CUST_288_PI416261804,90184,C1orf62,AKNA domain containing 1,254268.0,1
254272,CUST_539_PI416573500,90185,TBC1D28,"TBC1 domain family, member 28",254272.0,17
254295,A_23_P72001,90186,PHYHD1,phytanoyl-CoA dioxygenase domain containing 1,254295.0,9
254359,A_23_P333330,90189,ZDHHC24,"zinc finger, DHHC-type containing 24",254359.0,11
254394,A_23_P397347,90190,C6orf61,minichromosome maintenance complex component 9,254394.0,6
254427,A_23_P352402,90192,C10orf47,chromosome 10 open reading frame 47,254427.0,10
254428,A_24_P122732,90193,SLC41A1,"solute carrier family 41, member 1",254428.0,1
254439,CUST_8246_PI416261804,90196,C11orf86,chromosome 11 open reading frame 86,254439.0,11
254528,A_32_P75902,90197,C16orf73,chromosome 16 open reading frame 73,254528.0,16
254531,A_23_P49009,90198,LPCAT4,lysophosphatidylcholine acyltransferase 4,254531.0,15
254552,A_23_P52569,90199,NUDT8,nudix (nucleoside diphosphate linked moiety X)-type motif 8,254552.0,11
254559,A_32_P142960,90201,LOC254559,uncharacterized LOC254559,254559.0,15
254773,CUST_8163_PI416261804,90212,LYG2,lysozyme G-like 2,254773.0,2
254778,A_23_P353614,90213,C8orf46,chromosome 8 open reading frame 46,254778.0,8
254783,CUST_1157_PI416379584,90214,OR6C74,"olfactory receptor, family 6, subfamily C, member 74",254783.0,12
254786,CUST_187_PI416379584,90215,OR6C3,"olfactory receptor, family 6, subfamily C, member 3",254786.0,12
254827,CUST_1064_PI416379584,90218,NAALADL2,N-acetylated alpha-linked acidic dipeptidase-like 2,254827.0,3
254863,A_23_P3994,90221,C17orf61,chromosome 17 open reading frame 61,254863.0,17
254879,CUST_343_PI416379584,90222,OR2T6,"olfactory receptor, family 2, subfamily T, member 6",254879.0,1
254887,A_23_P350689,90223,ZDHHC23,"zinc finger, DHHC-type containing 23",254887.0,3
254896,A_23_P409723,90224,LOC254896,uncharacterized LOC254896,254896.0,8
254910,A_23_P304530,90227,LCE5A,late cornified envelope 5A,254910.0,1
254950,CUST_1272_PI416261804,90231,KRTAP15-1,keratin associated protein 15-1,254950.0,21
254956,A_24_P401491,90232,MORN5,MORN repeat containing 5,254956.0,9
254958,CUST_6977_PI416261804,90233,REXO1L1,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1",254958.0,8
254973,CUST_951_PI416261804,90234,OR1L4,"olfactory receptor, family 1, subfamily L, member 4",254973.0,9
255022,A_32_P812268,90235,CALHM1,calcium homeostasis modulator 1,255022.0,10
255027,A_32_P174303,90237,MPV17L,MPV17 mitochondrial membrane protein-like,255027.0,16
255031,A_24_P24183,90238,FLJ35390,uncharacterized LOC255031,255031.0,7
255043,A_24_P121956,90240,TMEM86B,transmembrane protein 86B,255043.0,19
255057,A_23_P308632,90242,C19orf26,chromosome 19 open reading frame 26,255057.0,19
255061,A_23_P374310,90243,TAC4,tachykinin 4 (hemokinin),255061.0,17
255082,CUST_11555_PI416261804,90244,CASC2,cancer susceptibility candidate 2 (non-protein coding),255082.0,10
255101,A_32_P176701,90245,CCDC108,coiled-coil domain containing 108,255101.0,2
255104,A_23_P158277,90246,TMCO4,transmembrane and coiled-coil domains 4,255104.0,1
255119,A_23_P312999,90247,C4orf22,chromosome 4 open reading frame 22,255119.0,4
255177,A_24_P256636,90250,LOC255177,uncharacterized LOC255177,255177.0,15
255180,A_24_P940551,90251,FLJ38723,uncharacterized FLJ38723,255180.0,15
255189,A_24_P147169,90254,PLA2G4F,"phospholipase A2, group IVF",255189.0,15
255193,CUST_366_PI416261804,90255,C19orf34,CSNK1G2 antisense RNA 1 (non-protein coding),255193.0,19
255220,CUST_865_PI416573500,90258,TXNDC8,thioredoxin domain containing 8 (spermatozoa),255220.0,9
255231,CUST_2152_PI416261804,90259,MCOLN2,mucolipin 2,255231.0,1
255239,A_23_P35943,90260,ANKK1,ankyrin repeat and kinase domain containing 1,255239.0,11
255252,A_24_P219266,90262,LRRC57,leucine rich repeat containing 57,255252.0,15
255275,A_23_P93938,90265,MYADML2,myeloid-associated differentiation marker-like 2,255275.0,17
255313,A_32_P207124,90268,CT47A11,"cancer/testis antigen family 47, member A11",255313.0,X
255324,CUST_1866_PI416261804,90270,EPGN,epithelial mitogen homolog (mouse),255324.0,4
255349,CUST_646_PI416379584,90273,TMEM211,transmembrane protein 211,255349.0,22
255352,CUST_10680_PI416261804,90274,C10orf93,chromosome 10 open reading frame 93,255352.0,10
255374,A_24_P221198,90276,MBLAC1,metallo-beta-lactamase domain containing 1,255374.0,7
255394,A_23_P419107,90277,TCP11L2,t-complex 11 (mouse)-like 2,255394.0,12
255403,CUST_2123_PI416261804,90278,ZNF718,zinc finger protein 718,255403.0,4
255411,CUST_3682_PI416261804,90279,RP11-579D7.1,uncharacterized LOC255411,255411.0,12
255426,A_24_P383762,90280,RASGEF1C,"RasGEF domain family, member 1C",255426.0,5
255480,A_24_P213965,90282,TBX5-AS1,TBX5 antisense RNA 1 (non-protein coding),255480.0,12
255488,A_24_P406060,90283,RNF144B,ring finger protein 144B,255488.0,6
255520,A_23_P305692,90286,ELMOD2,ELMO/CED-12 domain containing 2,255520.0,4
255626,A_23_P323823,90288,HIST1H2BA,"histone cluster 1, H2ba",255626.0,6
255631,A_23_P74701,90289,COL24A1,"collagen, type XXIV, alpha 1",255631.0,1
255725,A_23_P36203,90295,OR52B2,"olfactory receptor, family 52, subfamily B, member 2",255725.0,11
255738,CUST_16798_PI416261804,90296,PCSK9,proprotein convertase subtilisin/kexin type 9,255738.0,1
255743,A_23_P253896,90297,NPNT,nephronectin,255743.0,4
255758,CUST_15331_PI416261804,90299,TCTEX1D2,Tctex1 domain containing 2,255758.0,3
255762,CUST_761_PI416261804,90300,C16orf65,PDZ domain containing 9,255762.0,16
255783,A_23_P339744,90302,PRR24,proline rich 24,255783.0,19
255798,CUST_580_PI416573500,90303,C3orf43,chromosome 3 open reading frame 43,255798.0,3
255809,A_23_P142055,90304,C19orf38,chromosome 19 open reading frame 38,255809.0,19
255812,A_24_P315873,90305,SDHAP1,"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 1",255812.0,3
255877,A_23_P324813,90308,BCL6B,"B-cell CLL/lymphoma 6, member B",255877.0,17
255919,A_23_P397417,90309,TMEM188,CTD nuclear envelope phosphatase 1 regulatory subunit 1,255919.0,16
255926,A_24_P230026,90310,ADAM5P,"ADAM metallopeptidase domain 5, pseudogene",255926.0,8
255928,A_24_P402415,90311,SYT14,synaptotagmin XIV,255928.0,1
255967,A_23_P385938,90312,PAN3,PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae),255967.0,13
256006,CUST_3021_PI416261804,90314,ANKRD31,ankyrin repeat domain 31,256006.0,5
256051,CUST_1835_PI416261804,90317,ZNF549,zinc finger protein 549,256051.0,19
256076,CUST_6150_PI416261804,90318,COL29A1,"collagen, type VI, alpha 5",256076.0,3
256126,A_32_P203528,90324,SYCE2,synaptonemal complex central element protein 2,256126.0,19
256130,A_23_P416821,90325,TMEM196,transmembrane protein 196,256130.0,7
256144,A_23_P2077,90326,OR4C3,"olfactory receptor, family 4, subfamily C, member 3",256144.0,11
256148,CUST_2292_PI416261804,90327,OR4S1,"olfactory receptor, family 4, subfamily S, member 1",256148.0,11
256158,CUST_3419_PI416261804,90328,HMCN2,hemicentin 2,256158.0,9
256227,A_23_P132079,90333,AC099759.1,STEAP family member 1B,256227.0,7
256236,A_23_P90125,90335,NAPSB,napsin B aspartic peptidase pseudogene,256236.0,19
256281,A_32_P5976,90338,NUDT14,nudix (nucleoside diphosphate linked moiety X)-type motif 14,256281.0,14
256297,A_24_P919916,90340,PTF1A,"pancreas specific transcription factor, 1a",256297.0,10
256302,A_23_P359762,90341,C17orf103,chromosome 17 open reading frame 103,256302.0,17
256309,CUST_11863_PI416261804,90343,CCDC110,coiled-coil domain containing 110,256309.0,4
256329,A_32_P336712,90344,C11orf35,chromosome 11 open reading frame 35,256329.0,11
256355,A_23_P157196,90345,RPS2P32,ribosomal protein S2 pseudogene 32,256355.0,7
256356,A_24_P362805,90346,GK5,glycerol kinase 5 (putative),256356.0,3
256364,A_23_P127793,90347,EML3,echinoderm microtubule associated protein like 3,256364.0,11
256369,A_32_P127805,90348,C14orf48,long intergenic non-protein coding RNA 521,256369.0,14
256374,CUST_2869_PI416261804,90349,LOC256374,peptidylprolyl isomerase A (cyclophilin A) pseudogene,256374.0,3
256380,A_23_P8297,90350,SCML4,sex comb on midleg-like 4 (Drosophila),256380.0,6
256394,CUST_1259_PI416261804,90351,SERPINA11,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11",256394.0,14
256435,A_23_P416711,90352,ST6GALNAC3,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",256435.0,1
256471,A_24_P303080,90355,MFSD8,major facilitator superfamily domain containing 8,256471.0,4
256472,A_23_P354217,90356,TMEM151A,transmembrane protein 151A,256472.0,11
256536,A_23_P368794,90359,TCERG1L,transcription elongation regulator 1-like,256536.0,10
256586,A_32_P120895,90360,LYSMD2,"LysM, putative peptidoglycan-binding, domain containing 2",256586.0,15
256643,A_24_P841677,90363,CXorf23,chromosome X open reading frame 23,256643.0,X
256646,CUST_6074_PI416261804,90364,C15orf55,chromosome 15 open reading frame 55,256646.0,15
256691,A_23_P157914,90366,MAMDC2,MAM domain containing 2,256691.0,9
256710,A_23_P317839,90367,GLIPR1L1,GLI pathogenesis-related 1 like 1,256710.0,12
256714,A_24_P367645,90368,MAP7D2,MAP7 domain containing 2,256714.0,X
256764,A_24_P263330,90369,WDR72,WD repeat domain 72,256764.0,15
256815,A_32_P337442,90371,C10orf67,chromosome 10 open reading frame 67,256815.0,10
256892,CUST_57_PI416379584,90375,OR51F1,"olfactory receptor, family 51, subfamily F, member 1",256892.0,11
256933,CUST_1802_PI416261804,90377,NPB,neuropeptide B,256933.0,17
256949,A_23_P131089,90379,KANK3,KN motif and ankyrin repeat domains 3,256949.0,19
256957,A_23_P430792,90380,C17orf66,chromosome 17 open reading frame 66,256957.0,17
256979,A_23_P329962,90381,SUNC1,Sad1 and UNC84 domain containing 3,256979.0,7
256987,A_24_P6381,90383,SERINC5,serine incorporator 5,256987.0,5
257000,A_23_P39294,90384,PLAC2,placenta-specific 2 (non-protein coding),257000.0,19
257019,A_23_P135123,90385,FRMD3,FERM domain containing 3,257019.0,9
257044,CUST_6360_PI416261804,90387,C1orf101,chromosome 1 open reading frame 101,257044.0,1
257062,A_23_P340822,90389,TMEM146,catsper channel auxiliary subunit delta,257062.0,19
257068,A_23_P44533,90390,PLCXD2,"phosphatidylinositol-specific phospholipase C, X domain containing 2",257068.0,3
257101,A_23_P318380,90392,ZNF683,zinc finger protein 683,257101.0,1
257103,A_32_P122940,90393,LINC00205,long intergenic non-protein coding RNA 205,257103.0,21
257106,A_24_P911231,90394,ARHGAP30,Rho GTPase activating protein 30,257106.0,1
257144,A_23_P253250,90396,GCET2,germinal center expressed transcript 2,257144.0,3
257160,CUST_5327_PI416261804,90398,RNF214,ring finger protein 214,257160.0,11
257169,CUST_128_PI416261804,90399,C9orf43,chromosome 9 open reading frame 43,257169.0,9
257177,CUST_69_PI416261804,90400,C1orf192,chromosome 1 open reading frame 192,257177.0,1
257194,A_23_P396800,90401,NEGR1,neuronal growth regulator 1,257194.0,1
257202,CUST_7862_PI416261804,90402,GPX6,glutathione peroxidase 6 (olfactory),257202.0,6
257218,A_24_P153576,90404,SHPRH,"SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase",257218.0,6
257236,A_32_P69930,90405,CCDC96,coiled-coil domain containing 96,257236.0,4
257240,A_23_P428887,90406,KLHL34,kelch-like 34 (Drosophila),257240.0,X
257313,A_32_P225659,90407,UTS2D,urotensin 2 domain containing,257313.0,3
257357,A_23_P372368,90409,BRWD1-IT2,BRWD1 intronic transcript 2 (non-protein coding),257357.0,21
257358,A_32_P23308,90410,LOC257358,uncharacterized LOC257358,257358.0,5
257364,CUST_6847_PI416261804,90411,SNX33,sorting nexin 33,257364.0,15
257397,A_32_P162150,90414,MAP3K7IP3,TGF-beta activated kinase 1/MAP3K7 binding protein 3,257397.0,X
257407,CUST_10621_PI416261804,90415,C2orf72,chromosome 2 open reading frame 72,257407.0,2
257415,A_24_P67552,90417,FAM133B,"family with sequence similarity 133, member B",257415.0,7
257629,CUST_5139_PI416261804,90429,ANKS4B,ankyrin repeat and sterile alpha motif domain containing 4B,257629.0,16
258010,CUST_12028_PI416261804,90807,SVIP,small VCP/p97-interacting protein,258010.0,11
259173,A_32_P420009,91969,ALS2CL,ALS2 C-terminal like,259173.0,3
259197,A_32_P468522,91979,NCR3,natural cytotoxicity triggering receptor 3,259197.0,6
259215,A_23_P70534,91994,LY6G6F,"lymphocyte antigen 6 complex, locus G6F",259215.0,6
259217,A_23_P408376,91995,HSPA12A,heat shock 70kDa protein 12A,259217.0,10
259230,A_32_P163125,92007,SGMS1,sphingomyelin synthase 1,259230.0,10
259232,A_23_P76633,92009,NALCN,"sodium leak channel, non-selective",259232.0,13
259234,A_32_P10683,92011,DSCR10,Down syndrome critical region gene 10 (non-protein coding),259234.0,21
259236,A_24_P234462,92013,TMIE,transmembrane inner ear,259236.0,3
259239,CUST_147_PI416261804,92015,WFDC11,WAP four-disulfide core domain 11,259239.0,20
259240,A_23_P338410,92016,WFDC9,WAP four-disulfide core domain 9,259240.0,20
259249,CUST_2094_PI416261804,92025,MRGPRX1,"MAS-related GPR, member X1",259249.0,11
259266,A_23_P52017,92030,ASPM,"asp (abnormal spindle) homolog, microcephaly associated (Drosophila)",259266.0,1
259282,A_23_P359052,92046,BOD1L,biorientation of chromosomes in cell division 1-like 1,259282.0,4
259283,CUST_11610_PI416261804,92047,MDS2,myelodysplastic syndrome 2 translocation associated,259283.0,1
259285,CUST_854_PI416261804,92049,TAS2R39,"taste receptor, type 2, member 39",259285.0,7
259286,A_23_P339652,92050,TAS2R40,"taste receptor, type 2, member 40",259286.0,7
259287,CUST_5222_PI416261804,92051,TAS2R41,"taste receptor, type 2, member 41",259287.0,7
259289,CUST_12594_PI416261804,92053,TAS2R43,"taste receptor, type 2, member 43",259289.0,12
259290,CUST_12595_PI416261804,92054,TAS2R31,"taste receptor, type 2, member 31",259290.0,12
259291,CUST_6698_PI416261804,92055,TAS2R45,"taste receptor, type 2, member 45",259291.0,12
259292,CUST_1133_PI416573500,92056,TAS2R43,"taste receptor, type 2, member 46",259292.0,12
259293,CUST_1171_PI416379584,92057,TAS2R30,"taste receptor, type 2, member 30",259293.0,12
259294,A_23_P340308,92058,TAS2R48,"taste receptor, type 2, member 19",259294.0,12
259295,CUST_12577_PI416261804,92059,TAS2R20,"taste receptor, type 2, member 20",259295.0,12
259296,CUST_12915_PI416261804,92060,TAS2R50,"taste receptor, type 2, member 50",259296.0,12
259307,A_23_P502520,92065,IL4I1,interleukin 4 induced 1,259307.0,19
259308,A_32_P29241,92066,RP11-195F19.1,"family with sequence similarity 205, member A",259308.0,9
260293,A_23_P72411,92067,CYP4X1,"cytochrome P450, family 4, subfamily X, polypeptide 1",260293.0,1
260294,A_23_P501183,92068,NSUN5C,"NOP2/Sun domain family, member 5 pseudogene 2",260294.0,7
260341,A_24_P134727,92114,TFAMP1,"transcription factor A, mitochondrial pseudogene 1",260341.0,7
260425,A_24_P118171,92190,MAGI3,"membrane associated guanylate kinase, WW and PDZ domain containing 3",260425.0,1
260429,A_23_P89003,92191,PRSS33,"protease, serine, 33",260429.0,16
260434,CUST_4793_PI416261804,92196,PYDC1,PYD (pyrin domain) containing 1,260434.0,16
260436,CUST_5051_PI416261804,92197,C4orf7,follicular dendritic cell secreted protein,260436.0,4
261726,A_23_P327426,92198,TIPRL,"TIP41, TOR signaling pathway regulator-like (S. cerevisiae)",261726.0,1
261729,A_23_P428260,92201,STEAP2,"STEAP family member 2, metalloreductase",261729.0,7
261734,A_23_P351734,92204,NPHP4,nephronophthisis 4,261734.0,1
266553,A_24_P41706,92263,OFCC1,orofacial cleft 1 candidate 1,266553.0,6
266623,A_32_P123,92285,SLC25A5P1,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 pseudogene 1",266623.0,22
266629,A_23_P320278,92290,SEC14L3,SEC14-like 3 (S. cerevisiae),266629.0,22
266655,A_32_P116058,92296,LINC00094,long intergenic non-protein coding RNA 94,266655.0,9
266675,A_23_P97242,92315,BEST4,bestrophin 4,266675.0,1
266697,A_24_P550973,92333,POM121L4P,POM121 transmembrane nucleoporin-like 4 pseudogene,266697.0,22
266722,A_23_P422911,92356,HS6ST3,heparan sulfate 6-O-sulfotransferase 3,266722.0,13
266727,A_23_P310460,92360,MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1,266727.0,6
266743,A_32_P478023,92372,NPAS4,neuronal PAS domain protein 4,266743.0,11
266747,A_23_P306941,92375,RGL4,ral guanine nucleotide dissociation stimulator-like 4,266747.0,22
266811,A_23_P385192,92418,NPSA,novel prostate-specific antigen,266811.0,
266812,A_23_P144369,92419,NAP1L5,nucleosome assembly protein 1-like 5,266812.0,4
266917,A_24_P916113,92424,AP000459.4,D21S2088E,266917.0,21
266919,A_24_P212624,92426,LINC00307,long intergenic non-protein coding RNA 307,266919.0,21
266977,CUST_1087_PI416261804,92434,GPR110,G protein-coupled receptor 110,266977.0,6
267002,A_23_P334777,92439,PGBD2,piggyBac transposable element derived 2,267002.0,1
267004,CUST_5897_PI416261804,92441,PGBD3,piggyBac transposable element derived 3,267004.0,10
267012,A_23_P351203,92448,DAOA,D-amino acid oxidase activator,267012.0,13
280636,A_23_P340318,93600,C11orf31,chromosome 11 open reading frame 31,280636.0,11
280657,CUST_1292_PI416261804,93609,SSX6,"synovial sarcoma, X breakpoint 6 (pseudogene)",280657.0,X
280658,A_23_P374226,93610,SSX7,"synovial sarcoma, X breakpoint 7",280658.0,X
280659,A_23_P431923,93611,SSX8,"synovial sarcoma, X breakpoint 8",280659.0,X
280660,A_23_P396115,93612,SSX9,"synovial sarcoma, X breakpoint 9",280660.0,X
280664,A_32_P951,93616,WFDC10B,WAP four-disulfide core domain 10B,280664.0,20
282566,A_32_P149060,93633,LINC00515,long intergenic non-protein coding RNA 515,282566.0,21
282616,A_23_P409438,93648,IL28A,"interleukin 28A (interferon, lambda 2)",282616.0,19
282617,CUST_944_PI416261804,93649,IL28B,"interleukin 28B (interferon, lambda 3)",282617.0,19
282618,A_23_P337800,93650,IL29,"interleukin 29 (interferon, lambda 1)",282618.0,19
282679,CUST_5505_PI416261804,93671,AQP11,aquaporin 11,282679.0,11
282763,A_24_P58204,93727,OR51B5,"olfactory receptor, family 51, subfamily B, member 5",282763.0,11
282770,CUST_288_PI416573500,93734,OR10AG1,"olfactory receptor, family 10, subfamily AG, member 1",282770.0,11
282775,CUST_17_PI416379584,93739,OR5J2,"olfactory receptor, family 5, subfamily J, member 2",282775.0,11
282808,A_32_P88719,93772,RAB40AL,"RAB40A, member RAS oncogene family-like",282808.0,X
282809,CUST_137_PI416261804,93773,WDR51B,POC1 centriolar protein homolog B (Chlamydomonas),282809.0,12
282890,A_24_P152911,93801,ZNF311,zinc finger protein 311,282890.0,6
282966,CUST_853_PI416379584,93805,C10orf53,chromosome 10 open reading frame 53,282966.0,10
282969,A_23_P97952,93807,C10orf125,chromosome 10 open reading frame 125,282969.0,10
282973,A_24_P332081,93808,JAKMIP3,Janus kinase and microtubule interacting protein 3,282973.0,10
282974,A_24_P64329,93809,STK32C,serine/threonine kinase 32C,282974.0,10
282991,A_24_P295543,93812,BLOC1S2,"biogenesis of lysosomal organelles complex-1, subunit 2",282991.0,10
282996,A_24_P453497,93814,RBM20,RNA binding motif protein 20,282996.0,10
282997,CUST_11440_PI416261804,93815,LOC282997,uncharacterized LOC282997,282997.0,10
283008,CUST_3504_PI416261804,93817,FAM22E,"family with sequence similarity 22, member E",283008.0,10
283011,CUST_10797_PI416261804,93818,FLJ37201,tigger transposable element derived 2 pseudogene,283011.0,10
283078,A_23_P75002,93835,MKX,mohawk homeobox,283078.0,10
283080,A_23_P325700,93837,C10orf126,chromosome 10 open reading frame 126,283080.0,10
283092,CUST_284_PI416379584,93839,OR4C13,"olfactory receptor, family 4, subfamily C, member 13",283092.0,11
283093,CUST_272_PI416379584,93840,OR4C12,"olfactory receptor, family 4, subfamily C, member 12",283093.0,11
283102,A_24_P489695,93841,KRT8P41,keratin 8 pseudogene 41,283102.0,11
283106,A_24_P76666,93844,CSNK2A1P,"casein kinase 2, alpha 1 polypeptide pseudogene",283106.0,11
283111,CUST_432_PI416379584,93846,OR51V1,"olfactory receptor, family 51, subfamily V, member 1",283111.0,11
283116,CUST_3622_PI416261804,93849,AC084851.1,tripartite motif containing 49B,283116.0,11
283120,A_24_P52697,93851,H19,"H19, imprinted maternally expressed transcript (non-protein coding)",283120.0,11
283129,CUST_665_PI416573500,93854,C11orf85,chromosome 11 open reading frame 85,283129.0,11
283130,A_23_P422511,93855,SLC25A45,"solute carrier family 25, member 45",283130.0,11
283131,A_24_P566916,93856,NEAT1,nuclear paraspeckle assembly transcript 1 (non-protein coding),283131.0,11
283143,A_32_P147696,93859,LOC283143,uncharacterized LOC283143,283143.0,11
